symbol,Alpha,Beta,R Squared,R Squared Adj
GRAMEENS2,-0.0002045644946396527,0.8496235208838191,0.1274988075212915,0.12683022423203572
GREENDELMF,0.00019971938045281802,0.5607927863586073,0.0460799305554811,0.04534895732219024
GREENDELT,-0.00020391328196974487,0.7033370443749857,0.05520204065697443,0.0544780575463667
GSPFINANCE,-1.5090359046741695e-05,1.7009614710687317,0.18079492296766908,0.18016717961362128
GULFOODS,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
HAKKANIPUL,0.0007491257656778424,0.8903131461909386,0.03346620283443624,0.032725563909405064
HEIDELBCEM,-0.0006250180763608923,0.5853558153389825,0.0686572844352995,0.0679436118563227
HFL,-0.0006911980852592138,1.1956056287550554,0.11759946148490419,0.11682813234284561
HILLPLANT,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
HIMADRI,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
HRTEX,0.0004489966294868338,1.065885403378149,0.06640894167812372,0.06569354623113377
HWAWELLTEX,-8.815990312211084e-05,0.7700319213753745,0.07039010530675827,0.0696621414111489
IBBLPBOND,-0.0002486034393605309,0.048691128934502885,0.0012365458214367298,0.00047120984122317466
IBNSINA,0.000622909224245916,0.5680569127094209,0.03331806949102423,0.032577317053852584
IBP,-0.0016181796196377436,1.9938773474754699,0.14440248043892057,0.14012449284111528
ICB,-0.0010401865336419572,1.0685611962207737,0.04990532159245342,0.049177279693290554
ICB1STNRB,-9.970929611974251e-05,0.18299674112151168,0.003528293619631584,0.0027647137679990275
ICB2NDNRB,-7.073093424362198e-05,0.5449065349963543,0.05480280048405839,0.054078511442283705
ICB3RDNRB,0.0001192268456254851,0.7134068014600623,0.05452925424824817,0.05380475559249964
ICBAGRANI1,-0.0005485445890462716,0.3308401496839686,0.011019301850425434,0.008836121501309413
ICBAMCL1ST,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
ICBAMCL2ND,0.000326148083557807,0.619252718889731,0.032562608014654604,0.03182127667979984
ICBEPMF1S1,6.518731189471204e-05,0.6978055337001284,0.04289340312811141,0.04215998811135124
ICBIBANK,-0.00021099508273888934,0.8416523753780379,0.05784731736539339,0.05712536128674617
ICBISLAMIC,-0.00036083692058481136,0.08060186408159768,0.004397780189521638,0.003634866611122778
ICBSONALI1,-0.0001383300172593643,0.6362215438909198,0.03920586314523988,0.03846962242734342
IDLC,6.950866324390444e-05,1.186381183781946,0.17536807313530645,0.17473617127564
IFADAUTOS,0.00017408301600130795,0.8912707407150218,0.06134017236952116,0.060489166179466425
IFIC,-0.0006501263322066985,1.5714618505813134,0.24385265215355534,0.24327322889850056
IFIC1STMF,-0.00031639260006133317,0.8542368370338136,0.08329092755675827,0.08258846849741475
IFILISLMF1,-6.166826658444646e-06,0.6868797826368837,0.06799372916653623,0.06727954811608905
ILFSL,-0.0002784653501026533,1.8559010186678189,0.21704265866215455,0.21644269135078453
IMAMBUTTON,0.001329658510741785,0.7962908493588802,0.01853806512576739,0.017785987014752647
INTECH,0.0008745871035622956,1.0967437361238703,0.05397718284968456,0.053252261150718794
INTRACO,-0.00169568959283231,1.16260727175429,0.06372286139771777,0.06061230611996937
IPDC,0.00042810712474548884,1.032329124716411,0.07706198522998153,0.07635475303475547
ISLAMIBANK,-0.00019214846226250383,1.2691056928461117,0.17293866255906842,0.17230489908210211
ISLAMICFIN,0.00018817389741586601,1.7494971125785677,0.2514224911554953,0.25084886854335386
ISLAMIINS,-5.1804480948733605e-05,1.0813927150304106,0.09259832667134171,0.09190299971859939
ISNLTD,0.000907555972388308,1.0631101123382163,0.04013293075958424,0.03939740043832718
ITC,0.00013237523796484906,1.033782834922174,0.05576730032411592,0.05469186444749197
JAMUNABANK,0.00018465013246205973,1.1575946084029833,0.154290817476472,0.15364276446304392
JAMUNAOIL,-0.0003065107946023823,0.7034041158486669,0.12551303023490856,0.12484292527723417
JANATAINS,-1.2306366058306833e-05,1.1535420518143813,0.07835298200840468,0.07764673908274056
JMISMDL,0.0009045056797271096,0.6823965098230816,0.03350318209810488,0.03276257150967421
JUTESPINN,0.0007389860277944385,0.8277866031024422,0.020653018766435105,0.019902561309551148
KARNAPHULI,-5.2406236412563096e-05,1.0413927406815027,0.09114350861498077,0.09044706685913018
KAY&QUE,0.002228426305443481,0.7593604050142659,0.02116622191724038,0.020416157719475803
KBPPWBIL,-0.0011688502875778937,1.6870045155890119,0.1559568990928547,0.15522675800210461
KDSALTD,-0.00015857501768944544,1.1149873052084487,0.06269524663861348,0.06169492139489807
KEYACOSMET,-0.0010428184523404724,1.196219876616171,0.09822179363143435,0.09753077584877645
KEYADETERG,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
KOHINOOR,0.00015184293914291387,0.17820919885108216,0.0026255313130867375,0.001861259689571848
KPCL,0.00018852584047391395,1.211800216960938,0.13292621366585833,0.13226178930851407
KPPL,-0.00042456042335794157,1.2630487027283293,0.07176042425206541,0.07099706933779903
KTL,-9.050475920511479e-05,1.9735021949662257,0.20126028829816023,0.19689559042000815
LAFSURCEML,0.00015814358629140737,1.0027594712552201,0.1108357462940156,0.11015439437546692
LANKABAFIN,-0.0005958507257383987,2.0023429102792485,0.2537844036158319,0.25321259089829606
LEGACYFOOT,0.0014512933621418634,1.0444154850350815,0.03783009736717757,0.037092802422631355
LEXCO,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
LHBL,-0.0007450040473554356,1.046681038694769,0.18866808300219606,0.18636969230248557
LIBRAINFU,0.0008071165771844427,0.41076237012962696,0.007355242434753495,0.00659459511094862
LINDEBD,0.00019122914417383683,0.285686681523869,0.016900644445267954,0.016147311605762327
LRGLOBMF1,-2.578831650052168e-05,0.6246859461903722,0.040734615203893876,0.039999545943513626
MAKSONSPIN,-0.0005819003849045535,1.2419186501777795,0.136963148406272,0.1363018174855105
MALEKSPIN,-0.00041352522479022667,0.9630349444131074,0.10057618155255332,0.09988696789857054
MAQENTER,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
MAQPAPER,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
MARICO,0.0002962125237896977,0.24639461264332957,0.009739726836261897,0.008980906703569325
MATINSPINN,-0.00012120189376512314,0.4511838534723633,0.03087402677274509,0.030128545254877848
MBL1STMF,-0.00013914005258471257,0.5694345468518085,0.03499173045463666,0.034252260516287714
MEGCONMILK,0.000773694338096001,0.7185165226218502,0.017622403486268645,0.016869623718825166
MEGHNACEM,-0.00020334704816678126,1.0962257436078198,0.1152822437472345,0.11460429910642778
MEGHNALIFE,-0.0005462655980894231,1.0764721245775648,0.11882331868109586,0.11814808750767136
MEGHNAPET,0.0008733821195779914,0.5780435303602967,0.010282426493643304,0.009524022222757167
MEGHNASHRM,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
MERCANBANK,-7.206928928060044e-05,1.3698471105215924,0.2011695216683721,0.20055739103363512
MERCINS,0.0002227852987998133,1.1053135657920268,0.09505848197331324,0.0943650401970475
METALEXCR,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
METROSPIN,-0.0004177298667734539,1.2899255007535069,0.11945580494203845,0.11878105843241549
MHOSSAIN,-0.00024131386599206357,-1.938011383317839e-18,-0.02567372268979007,-0.026459679565414396
MHSML,-0.0006115956284633637,1.1476402412763573,0.08512558382066782,0.08442453062819322
MICEMENT,-0.00030719592536768034,0.733094545062252,0.09874281353713321,0.0980521950034452
MIDASFIN,-5.413547017061987e-05,1.2168272329290275,0.06299768723136967,0.06227967779629784
