symbol,Alpha,Beta,Data Length,Market Premium C,Market Premium S,Market Variance,R Squared,R Squared Adj,Regression Variance,Residual Variance,Symbol Variance,Total Variance
1JANATAMF,-0.00023634123598653472,0.772265529391112,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.06687745980959037,0.06616242338032563,0.00686355734056317,0.0957653008742179,0.10270744080146926,0.10262885821478107
1STBSRS,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
1STICB,0.00023998367018719533,0.12268027693961461,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0056118690481817834,0.00484988580607304,0.00017320700859538798,0.030691199681633113,0.030888039467173545,0.0308644066902285
1STPRIMFMF,0.00013872373846476958,1.2216216569460323,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.09974376680494124,0.09905391528525154,0.0171747099925885,0.1550135935249169,0.17232014754776384,0.17218830351750541
20.Bond,-0.00015460248175509656,-0.01355412074028965,560.0,-0.03545306689869676,-0.09148513040266298,0.010869831862424798,3.4358414603086196e-05,-0.001757694706517876,1.993376377162903e-06,0.05801512994520115,0.05812091066204625,0.05801712332157831
2NDICB,-4.4511400954066506e-05,0.14629636039758961,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0064055253006903845,0.005644150224292432,0.0002463105473586996,0.038206515067451444,0.03848226881972195,0.03845282561481014
3RDICB,0.00022588817625735953,0.09778603224044842,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0025711944485549143,0.0018068811875958657,0.00011004482268529454,0.04268906076310223,0.042831876723295775,0.04279910558578752
4THICB,-7.572638951263014e-05,0.0629153089081947,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.001294680532198056,0.0005293890996556083,4.555422183985026e-05,0.03514013113214436,0.03521262692010518,0.03518568535398422
5THICB,-3.627930351880251e-05,0.08092086811160953,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0025385253081513515,0.001774187013368289,7.535933062429886e-05,0.029610903942904956,0.029708993949848952,0.029686263273529252
6THICB,-0.0002631022843274542,0.1939842641545021,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.018526385726284622,0.01777429866553848,0.0004330608951916209,0.02294229691014705,0.023393256241636785,0.023375357805338667
7THICB,0.00013891635252057487,0.23603423516312216,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.007304581074583427,0.006543894929812888,0.0006411593261911772,0.08713380266610035,0.0878421709984112,0.08777496199229153
8THICB,-0.00019984834195184399,0.1920044666695186,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.007842424210062426,0.007082150205625637,0.0004242663910170187,0.053674616767159275,0.054140306499032474,0.05409888315817629
AAMRANET,-0.0013680610313266308,1.2616353609068334,459.0,-0.0934604089076212,-0.1529278197281252,0.01200879854444977,0.11554110069856904,0.11360574205677165,0.019073046053792897,0.14600280953764608,0.1654362832237347,0.16507585559143897
AAMRATECH,-0.00017029676048337846,1.0771868808773766,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.11582627154230607,0.11514874378103579,0.013353591197748827,0.10193623916574841,0.11537810741584295,0.11528983036349724
ABB1STMF,-0.0003773719402533135,0.8334533134850972,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.08013846956319537,0.07943359482722845,0.007994264638293155,0.091761379334781,0.09983202654885752,0.09975564397307415
ABBANK,-0.0005819745672674054,1.5630000185594985,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.2415033201438035,0.24092209663433506,0.028114730974199417,0.08830077402779586,0.1165046439797916,0.11641550500199528
ACFL,-0.0026414477584549424,1.4568816311852266,250.0,-0.04850176354901392,-0.1047815931895286,0.01154693157894273,0.09647478335069626,0.09283153650936837,0.024410375834017686,0.22861300484861463,0.25403953883798425,0.25302338068263236
ACI,0.0004013955918798326,0.666770882939602,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.045160241207078955,0.044428563230992424,0.005116455706293846,0.10817912397922469,0.11338232974653348,0.11329557968551854
ACIFORMULA,0.0005224071564542265,0.6806404792889392,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.041774640652784356,0.04104036834677116,0.005331525784464424,0.12229436641118908,0.12772361493087225,0.1276258921956535
ACIZCBOND,-9.499350629590005e-06,0.028240716168738262,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0007306004909938268,-3.512318679099735e-05,9.178408394515709e-06,0.012553649714032333,0.01257244743951906,0.01256282812242685
ACMELAB,-0.0006993625025255897,0.5610579162819684,778.0,0.04773705329506739,-0.00924142884822042,0.009883290881000909,0.07420916457039173,0.07301613514329175,0.003107122588424523,0.03876267349959415,0.04192368256947043,0.04186979608801867
ACTIVEFINE,-0.0008223095054528392,1.1259643490789295,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.1354153160346353,0.13475279903542803,0.014590334393164497,0.09315474807175195,0.10782758252805956,0.10774508246491643
ADVENT,-0.0005013082452769912,0.6522451889303995,325.0,-0.09708282764795273,-0.15727723384022135,0.01132227395101015,0.018550340921322017,0.015511797085165036,0.004801943841509245,0.2540581958117641,0.2596590907015859,0.2588601396532733
AFCAGRO,-0.00036867149382561104,1.210858266402835,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.13660623016302387,0.13594462574169286,0.016873399448997156,0.10664512111086816,0.1236130982938315,0.12351852055986531
AFTABAUTO,-0.0006434262894754292,1.2993339909571855,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.23099876299190614,0.23040949001335587,0.01942931840755789,0.0646807354988289,0.08417445670417116,0.08411005390638679
AGNISYSL,0.00011546805544682099,1.4508750193757851,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.1728561861629615,0.17222235948569165,0.024225679778848975,0.11592365659497347,0.14025664826997392,0.14014933637382246
AGRANINS,0.000234802744925047,1.1389695038774286,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.07246800359310468,0.07175725110543651,0.014929324492905901,0.1910833121561107,0.20617037986237724,0.2060126366490166
AIBL1STIMF,3.3016225137760682e-06,0.5453470246734391,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.024525008682112714,0.023777518267309672,0.003422645046090763,0.1361346978463936,0.13966420150113099,0.13955734289248437
AIL,-0.001195798417992404,1.5012742312536569,397.0,-0.12106249073453035,-0.18338230668436767,0.012923749832067306,0.11384611130460265,0.11160268373828519,0.029054491715272857,0.2261539768246465,0.25585293436956563,0.25520846853991935
AIMS1STMF,-0.0005571505777013757,0.38663436002583496,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.025053154956417245,0.024306069251402995,0.0017203501899525242,0.06694765561391774,0.06872058467508303,0.06866800580387027
AL-HAJTEX,-0.0001210054938032956,1.074342035833461,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.061627735491489144,0.06090867628496921,0.013283150804965508,0.20225536767264313,0.2157035556280509,0.21553851847760863
ALAMINCHEM,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
ALARABANK,0.0002001869944341881,1.0985865191148982,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.1833742209165803,0.18274845403605655,0.013889432345463394,0.061854215131473426,0.07580164414422391,0.07574364747693682
ALIF,-0.0014344676126690674,1.7244236286511967,404.0,-0.11733861214051355,-0.17922127699711407,0.012793301107084699,0.21029786946246298,0.2083334363019218,0.037948466688863945,0.14250256111214543,0.18089879710076373,0.18045102780100938
ALLTEX,0.0009372509134538369,1.1188657265582098,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.03216230611873172,0.03142066803912913,0.014406945292534978,0.4335380882305499,0.4482880235946952,0.4479450335230849
ALPHATOBA,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
AMAMSEAFD,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
AMANFEED,-0.0006856385268048623,1.0203506482835865,968.0,0.019888359067773198,-0.03634876546751471,0.009553263892737283,0.06667720377102404,0.06571103110412047,0.009935775747560563,0.13907730796964182,0.14916718204576207,0.1490130837172024
AMBEEPHA,0.0006682869110228861,0.5120849938732972,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.016823578991553068,0.016070187098059963,0.0030178667819001884,0.17636529440011858,0.17952051429165278,0.17938316118201877
AMCL(PRAN),-8.403330644806895e-05,0.5817671246723582,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.054592177243503515,0.053867726804609606,0.003895061484925412,0.06745328330725675,0.07140297599033851,0.07134834479218218
ANLIMAYARN,0.0004004409006800466,0.9078647778264388,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.05682376899382624,0.056101028586924895,0.00948545788786366,0.15744218622694728,0.16705546007508262,0.16692764411481095
ANWARGALV,0.0009032722023143688,0.5597424838525251,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0203944874535813,0.019643831888411567,0.0036057242199385884,0.17319323815385804,0.17693433677071377,0.17679896237379664
APEXADELFT,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
APEXFOODS,0.00039702860335291896,0.6960467506432132,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.03162337207401822,0.030881321018136232,0.005575615112992015,0.17073749596009774,0.1764481134552284,0.17631311107308975
APEXFOOT,-0.0004185485209010625,0.609312497977877,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.06158867870957785,0.0608695895744894,0.004272638390553476,0.0651011244514967,0.06942688210915741,0.06937376284205019
APEXSPINN,0.0003190161983774452,0.5148205342727338,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.019977619018032522,0.019226644013448535,0.0030501955823533794,0.1496304406636458,0.15279754331816303,0.15268063624599917
APEXTANRY,-0.00010401101039987583,0.8605025111304465,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0716810481367075,0.07096969261803832,0.008521582440792671,0.11036036281955865,0.11897297278352156,0.11888194526035131
APEXWEAV,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
APOLOISPAT,-0.0009702245542727549,1.5289432102755836,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.19521365031650306,0.1945969557956727,0.026902873846297436,0.11090958856439653,0.1379179849699671,0.13781246241069398
ARAMIT,9.877211432956744e-05,0.6180898786035409,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.029817162133495834,0.029073727008693817,0.004396623022558452,0.14305614269921355,0.14756566983028793,0.14745276572177202
ARAMITCEM,-0.000769718037650552,0.3695410349561452,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.010253044433995773,0.009494617648121428,0.0015715974207051312,0.1517094529855743,0.15339841721363495,0.15328105040627943
ARAMITCEM ,-0.0001553124838945156,1.1711770571087246,1134.0,0.011572910963337346,-0.04378980646388005,0.011053559873158323,0.07752485509773244,0.07670994772591067,0.015148308308568566,0.18025106766539112,0.19557183791215382,0.19539937597395968
ARGONDENIM,-0.000628054314288572,1.0955035477731305,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.12165305026442463,0.12097998746769234,0.013811585699652993,0.09972100283497212,0.1136195200725536,0.11353258853462511
ASHRAFTEX,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
ASIAINS,0.0001235311337554758,1.2372009378681343,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.10106566438555897,0.10037682581420682,0.01761555971292112,0.1566826039613303,0.17443162321764671,0.17429816367425144
ASIAPACINS,0.00012218802677103395,1.1098614843109325,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.07541336080215899,0.07470486529319509,0.014175994183605066,0.1738012293855006,0.1881211571246716,0.18797722356910565
ATCSLGF,0.0001604610513948387,0.605665825049892,1069.0,0.02810652628771626,-0.027677431137858935,0.010853233634298895,0.03905327019271654,0.038152664072934495,0.003977579216712551,0.09787251418351631,0.10194545865622158,0.10185009340022885
ATLASBANG,-0.00021633644738072006,0.8569948734236993,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.06328316734995587,0.06256537667359563,0.008452251549998836,0.12511014590804698,0.13366466575625258,0.1335623974580458
AZIZPIPES,0.0020282996713777506,0.1878455950051865,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.0007982525282304032,3.258069108724726e-05,0.0004060859804745815,0.5083126040496511,0.5091082142950798,0.5087186900301256
AZIZPIPES ,0.0021991053195382,0.5418107314426748,1134.0,0.011572910963337346,-0.04378980646388005,0.011053559873158323,0.012450470814235226,0.011578077237216045,0.003242009093684809,0.2571504806407641,0.26062231540941316,0.26039248973444895
BANGAS,-9.641086404660501e-05,0.7984460298035165,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.04122708530960195,0.040492393420950235,0.007336807042378283,0.17062404047524898,0.17809711156626254,0.1779608475176273
BANGLAPRO,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
BANKASIA,9.515026722589298e-05,1.1348451022641581,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.16568658553210203,0.1650472649079886,0.014821397030564348,0.07463302067600781,0.08952291266653126,0.08945441770657217
BARKAPOWER,-0.0001256010552258209,0.9103800695579752,1064.0,0.03846941669869697,-0.017668237161684565,0.010811015605395564,0.1057330727033935,0.10489101344981866,0.008951660721969347,0.0757111651384016,0.08474247103991975,0.08466282586037095
BATASHOE,-5.2967204078924884e-05,0.35257019140543894,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.03699909926396305,0.03626116753926101,0.0014305635282033117,0.037234256877213205,0.038694425934057725,0.038664820405416515
BATBC,-0.00032338411583197977,0.3843610149905216,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.013190356585493834,0.012434180613528634,0.0017001789268495356,0.12719542111472246,0.12899429498800505,0.128895600041572
BAYLEASING,-0.00040310711156159865,1.658121272295405,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,0.2200125901746769,0.219414898672895,0.03164087957047677,0.11217307010102066,0.14392406755026582,0.14381394967149744
BBS,-0.00036591805255330596,1.159350638831133,1186.0,-0.0023809023254730555,-0.057432851032783776,0.011548992029617082,0.13443582876001448,0.13370477793971047,0.015509841307882322,0.09986000801680492,0.1154672078473241,0.11536984932468725
BBSCABLES,0.0008872363576566305,1.3241603111813016,500.0,-0.06805667613458177,-0.12556860571965436,0.011465793454289604,0.09134264845124007,0.0895180352955196,0.020063920059638647,0.1995916340526229,0.22009574560346848,0.21965555411226156
BCIL,-0.00023428854745177763,-1.9651164376299768e-18,1307.0,0.023084423690658218,-0.03224159613582199,0.0115172389273445,-inf,-inf,-2.999783786618029e-36,2.999783786618029e-36,0.0,0.0
